"horizon_hours","storage_target_rate","elapsed_hours","captured_t","stored_t","vented_t","in_transit_t","in_transit_growth_t","emitter_inventory_t","vessel_inventory_t","terminal_inventory_t","loss_rate","storage_rate","annual_storage_gap_t","vessel_fuel","conditioning","reconditioning","loading","unloading","operating_cost","vent_penalty","storage_shortfall_penalty","total_cost","net","cost_per_stored_t","total_cost_per_stored_t","vessel_sailing_hours","vessel_waiting_hours","vessel_loading_hours","vessel_unloading_hours","loaded_t","unloaded_t","throttle_hours","well_switch_count","berth_wait_vessel_hours","pressure_risk_hours","min_pressure_margin_fraction","longest_venting_streak_hours","total_reward","controller","seed","wall_clock_seconds","controller_decision_calls","simulator_step_calls","simulator_simulated_hours","simulator_hour_steps","episode_operating_cost","episode_total_cost","terminal_cleanup_operating_cost","terminal_cleanup_included","evaluation_role","online_comparable","run_status","error_type","error_message","executed_action_count"
"720.0","0.9","720.0","134043.80710806392","100078.55466326229","18162.393344286593","28485.19193384702","15802.859100515001","15000.0","13485.191933847023","0.0","0.1354959526749667","0.7466108045005063","20560.87173399524","459975.1200000063","879046.7151458119","41032.20741193757","3431.317260847294","3019.681777066625","1635126.2557723275","1452991.4675429284","0.0","3088117.723315256","-2839496.509138598","16.338427960656432","30.856937669673098","1108.0000000000152","787.831325228735","140.51258234427908","123.65609242697074","112410.06587542343","98924.87394157643","310","20","24","0","0.6482248109494424","79","-2839.4965091385916","fixed_assignment","9000031","1.8723104999999123","720","720","720.0","720.0","1386505.0415956695","2839496.509138598","248621.21417665802","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","118765.80374023803","87700.29539970335","8548.60130738855","28649.49656697973","22516.907033146126","13109.889368826238","11937.32409313066","3602.2831050228315","0.07197864232103261","0.7384305299825151","19188.927966510877","479486.7000000068","797192.0279517364","35957.121113878355","3111.8013623052098","2747.4145443624016","1563033.9789816232","683888.104591084","0.0","2246922.083572707","-2002383.169563373","17.822448280908645","25.620461976007295","1155.0000000000164","765.0648686868135","127.42839321479158","112.50673809837846","101942.7145718333","90005.39047870264","403","17","33","0","0.8993664395488872","43","-2002.3831695633646","fixed_assignment","9000032","0.5816963999996005","720","720","720.0","720.0","1318495.0649722891","2002383.169563373","244538.9140093341","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","127077.96740974124","88990.13347678664","15362.953106779782","30593.315273113207","22724.88082617476","12445.049794257317","18148.265478855894","0.0","0.12089391591576658","0.7002797990138852","25380.037191980475","459144.8400000073","836766.46640011","36485.95472548253","3266.278310340583","2712.3025065985116","1579907.0966803986","1229036.2485423828","0.0","2808943.3452227814","-2567412.090484922","17.75373330676622","31.564660434580688","1106.0000000000177","809.176870723197","133.75423056267746","111.06889871410779","107003.38445014202","88855.11897128605","375","18","45","0","0.7807452507489495","65","-2567.4120904849146","fixed_assignment","9000033","1.2635651999999027","720","720","720.0","720.0","1338375.841942539","2567412.090484922","241531.2547378595","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","123422.09958543938","90594.63344781741","7288.346106280168","32604.887096018345","25539.120031341943","15067.028053668017","9259.288931345829","8278.5701110045","0.05905219673592398","0.7340227864548922","20485.25617907803","461635.6800000064","845017.144627291","37143.79971360513","3298.4844424230214","3015.844647793694","1621162.358378891","583067.6885024135","0.0","2204230.046881304","-1933178.641933533","17.894684228869714","24.330691156788472","1112.0000000000155","789.4279651835752","135.07307299029574","123.49896182611363","108058.45839223648","98799.16946089074","354","19","32","0","0.8116433716276742","30","-1933.178641933524","fixed_assignment","9000034","1.3920325999997658","720","720","720.0","720.0","1350110.9534311194","1933178.641933533","271051.40494777146","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","116933.45658342756","102590.70965492842","2342.9201028304915","23915.68237494843","11999.826825668706","18664.392083144667","1493.8217028787935","3757.4685889249686","0.02003635376295327","0.8773426584010527","2649.4012701563915","498583.1400000036","811375.2868496476","42062.19095852063","3167.1650423382944","3121.5661348579247","1647685.044892738","187433.60822643925","0.0","1835118.653119177","-1545742.9572118071","16.06076271852345","17.88776643900541","1201.0000000000089","701.4762007700067","129.69553817929136","127.8282610506931","103756.4305434331","102262.60884055431","338","21","31","0","0.7636477626206283","16","-1545.7429572117996","fixed_assignment","9000035","1.508543899999495","720","720","720.0","720.0","1358309.348985368","1545742.9572118071","289375.6959073701","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","124518.99931170137","86488.34830938328","15882.004978554121","32058.904701122385","22148.64602376417","11238.000752905737","20820.903948216648","0.0","0.12754684077405407","0.6945795323401363","25578.751071147955","503149.6800000059","803943.7942386947","35460.22280684711","3138.1565625493845","2502.5984695300695","1585877.046939337","1270560.398284329","0.0","2856437.4452236663","-2618754.8503619563","18.336308623519894","33.02684698065585","1212.000000000014","717.0108504471826","128.50763974403708","102.48150980876618","102806.11179522949","81985.20784701283","391","24","23","0","0.666568239741349","81","-2618.7548503619555","fixed_assignment","9000036","1.6579960999997638","720","720","720.0","720.0","1348194.4520776272","2618754.8503619563","237682.59486170983","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","121647.55872136065","100172.74084878479","11525.51326698954","25538.46138828712","9949.30460558596","15000.0","10538.461388287118","0.0","0.09474512590416434","0.8234669228195124","9310.062000439793","471183.9000000066","847703.6059508157","41070.82374800184","3308.970917090617","2987.2843832131584","1606935.450702203","922041.0613591636","0.0","2528976.512061367","-2288295.6463582916","16.04164403495701","25.24615469870161","1135.000000000016","767.168087620632","135.50249455735536","122.32941782199669","108401.99564588435","97863.53425759719","353","18","26","0","0.9470230228637433","45","-2288.295646358289","fixed_assignment","9000037","0.5177434000006542","720","720","720.0","720.0","1366254.5849991278","2288295.6463582916","240680.8657030752","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","128369.72617542402","94941.70201650522","16564.957127947913","27242.327410821792","16863.067030970833","17923.491086342103","3520.6070041037005","5798.229320375988","0.12904099448892664","0.7395957352652008","20591.051541376393","496507.44000000623","794929.1500239924","38926.09782676716","3102.9683253813814","2995.5017965811167","1618102.4481663988","1325196.5702358342","0.0","2943299.018402233","-2661657.7282085624","17.043116078592085","31.00111916985175","1196.000000000015","714.2673987730194","127.0666799910476","122.66592123591799","101653.34399283801","98132.73698873425","334","19","18","0","0.7240670381178483","45","-2661.6577282085655","fixed_assignment","9000038","1.504507999999987","720","720","720.0","720.0","1336461.1579727284","2661657.7282085624","281641.2901936705","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","125712.08383662622","95171.04798545351","12506.816448080672","27970.77912096971","18034.219403092146","18312.943073323808","2571.5209567156903","7086.315090930213","0.09948778245004965","0.757055686938867","17969.827467510084","488619.7800000068","813109.8286096256","39020.12967403593","3173.935744029264","3095.440066825517","1643208.1692195467","1000545.3158464533","0.0","2643753.485066","-2347564.429940976","17.26584086234612","27.77896787970735","1177.0000000000164","726.2688038142842","129.97279869079708","126.75839749490245","103978.23895263756","101406.7179959218","364","21","25","0","0.6962267953622426","43","-2347.564429940968","fixed_assignment","9000039","1.6597770000007586","720","720","720.0","720.0","1347019.114094523","2347564.429940976","296189.05512502376","True","online_controller","True","completed","","","720"
"720.0","0.9","720.0","128417.59580770151","94604.83132270379","13638.35616467234","27066.81280656276","20174.408320325267","15864.050380541743","11202.762426021018","0.0","0.1062031731624617","0.7366967955417065","20971.00490422758","434236.44000000687","810350.3859584086","38787.98084230854","3163.1643902020983","2821.200067147813","1563650.383083371","1091068.4931737867","0.0","2654718.876257158","-2380427.6644318607","16.528229702663374","28.061134290295637","1046.0000000000166","868.9400304115348","129.53171131048725","115.52825827796126","103625.36904838991","92422.60662236885","366","22","17","0","0.7619453921593299","30","-2380.4276644318525","fixed_assignment","9000040","1.4332663000004686","720","720","720.0","720.0","1289359.171258074","2380427.6644318607","274291.21182529704","True","online_controller","True","completed","","","720"
